General Imports|Annual Data,,,,,,,,,
Data Row Count,14176,,,,,,,,
Data Type,HTS Number,Description,Country,2020,2021,2022,2023,2024,2025
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Hong Kong,2157429.00,3370119.00,2874994.00,1591957.00,1376144.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Hungary,1610027.00,2202662.00,3531113.00,2363077.00,1769115.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Iceland,37736.00,29504.00,21371.00,15658.00,18684.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",India,108655066.00,197044355.00,245787479.00,131221404.00,130074626.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Indonesia,139884107.00,246231815.00,346907119.00,148431852.00,134019196.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Iraq,0.00,0.00,0.00,0.00,237.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Ireland,888736.00,2086525.00,5010060.00,1042667.00,1106157.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Israel,2509719.00,2958108.00,4467499.00,3516953.00,3009566.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Italy,87083134.00,142294305.00,233017021.00,164398293.00,130160314.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Jamaica,8628.00,15944.00,13232.00,9303.00,8207.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Japan,8075680.00,12804068.00,26692566.00,11681025.00,12574342.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Jordan,50676.00,98638.00,227245.00,171494.00,81594.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Kazakhstan,1569.00,270.00,100465.00,186800.00,103425.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Kenya,8108.00,4277.00,10759.00,6668.00,1628.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Kiribati,0.00,0.00,0.00,0.00,2469.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Kosovo,678530.00,7656213.00,12704009.00,8112469.00,1875541.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Kuwait,697.00,314.00,10382.00,1205.00,587.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Kyrgyzstan,10594.00,1000.00,15803.00,2209.00,13549.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Laos,138324.00,2145593.00,328562.00,206180.00,6016928.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Latvia,709816.00,1099903.00,2003875.00,1465386.00,1350217.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Lebanon,86467.00,105073.00,326176.00,216571.00,411330.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Liberia,0.00,8000.00,298.00,0.00,0.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Libya,0.00,658.00,366.00,172.00,79.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Liechtenstein,39301.00,149117.00,191806.00,69307.00,53842.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Lithuania,11284348.00,27632227.00,65045130.00,38747073.00,18121935.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Luxembourg,98303.00,50250.00,30277.00,15011.00,34244.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Macau,79827.00,225335.00,413084.00,219900.00,643763.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Madagascar,123.00,154.00,1151.00,247.00,264.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Malawi,3110.00,2275.00,1563.00,695.00,2270.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Malaysia,235176281.00,304593797.00,412477331.00,175165847.00,202091877.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Maldives,0.00,0.00,6976.00,0.00,15.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Mali,1059.00,9309.00,23149.00,2446.00,12771.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Malta,6145.00,20512.00,32733.00,21105.00,31102.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Marshall Islands,0.00,1012.00,9000.00,150.00,20725.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Martinique,0.00,0.00,0.00,0.00,3.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Mauritania,0.00,145.00,1300.00,1.00,3218.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Mauritius,1676.00,29756.00,3001.00,9305.00,514.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Mayotte,15.00,3521.00,235.00,5620.00,168.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Mexico,88059248.00,108649268.00,122662505.00,104915103.00,98544523.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Micronesia,741.00,454.00,242.00,1.00,664.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Moldova,89834.00,124581.00,126409.00,93549.00,78755.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Monaco,4437.00,16075.00,16315.00,16032.00,5576.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Mongolia,5118.00,4879.00,22242.00,21104.00,15691.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Montenegro,4363.00,4942.00,3163.00,10072.00,12410.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Montserrat ,1.00,20.00,17628.00,121.00,119.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Morocco,242169.00,310272.00,454156.00,424814.00,660062.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Mozambique,5400.00,1132.00,457.00,1335.00,56.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Myanmar (Burma),601373.00,891224.00,2248652.00,13059268.00,707960.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Namibia,2036.00,18272.00,1944.00,15773.00,6517.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Nauru,0.00,2.00,3245.00,741.00,41995.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Nepal,10668.00,20721.00,43054.00,71718.00,28739.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Netherlands,3157191.00,5407494.00,7872084.00,5612306.00,4562505.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",New Caledonia,471.00,10726.00,10834.00,4468.00,5483.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",New Zealand,563766.00,654210.00,551456.00,395548.00,442797.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Nicaragua,997567.00,844608.00,1006981.00,585238.00,475184.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Niger,1115.00,7214.00,2651.00,1410.00,1101.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Nigeria,3606.00,8192.00,64745.00,19764.00,17615.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Niue,0.00,0.00,0.00,17.00,0.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Norfolk Island,0.00,0.00,0.00,21.00,44.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",North Macedonia,37595.00,31791.00,65256.00,78988.00,1385992.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Norway,1063428.00,2049930.00,2272682.00,1325725.00,1101316.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Oman,418694.00,1555778.00,2671132.00,465774.00,457698.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Pakistan,6695888.00,14118541.00,20794541.00,10073287.00,15815496.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Panama,22849.00,34717.00,49113.00,53028.00,36028.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Papua New Guinea,0.00,76.00,0.00,0.00,450.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Paraguay,21000.00,31491.00,18420.00,7432.00,5923.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Peru,330053.00,388383.00,453242.00,318125.00,361590.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Philippines,21280162.00,35118398.00,47370319.00,17843753.00,16904876.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Poland,35980665.00,70705067.00,158151720.00,74360157.00,46037925.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Portugal,7620421.00,14613180.00,23726701.00,20121498.00,14683392.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Qatar,2465.00,13951.00,764.00,6021.00,2182.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Republic of the Congo,0.00,0.00,984.00,1250.00,0.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Reunion,58.00,3000.00,0.00,1628.00,1500.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Romania,5452526.00,8270433.00,15807244.00,9606885.00,4802017.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Russia,2076053.00,3207144.00,2303140.00,7833.00,28532.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Rwanda,0.00,1500.00,0.00,627.00,32.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Saint Helena,1380.00,99.00,0.00,145.00,0.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Saint Kitts and Nevis,3500.00,0.00,8003.00,5592.00,116.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Saint Lucia,0.00,0.00,0.00,1397.00,84.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Saint Vincent and the Grenadines,6590.00,0.00,1000.00,0.00,5076.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Samoa,1221.00,6.00,60006.00,26087.00,11924.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",San Marino,24808.00,3090.00,24365.00,33773.00,61250.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Saudi Arabia,126560.00,135374.00,195832.00,99151.00,57309.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Senegal,3347.00,15222.00,17844.00,10670.00,12037.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Serbia,6112215.00,1516636.00,877760.00,625568.00,406819.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Seychelles,21310.00,3000.00,0.00,18783.00,9499.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Sierra Leone,2757.00,2987.00,17893.00,7448.00,4540.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Singapore,836679.00,1330546.00,2041337.00,2714464.00,6440777.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Sint Maarten,2128.00,2595.00,420.00,1345.00,0.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Slovakia,2853640.00,4537274.00,10884895.00,5676579.00,2417327.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Slovenia,1460388.00,3646850.00,3004075.00,1109916.00,810183.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Solomon Islands,0.00,414.00,115.00,0.00,637.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Somalia,0.00,18221.00,1000.00,0.00,2342.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",South Africa,617811.00,708636.00,807874.00,577802.00,499287.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",South Korea,15936020.00,25389205.00,32441465.00,18497013.00,27484162.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",South Sudan,0.00,1314.00,0.00,1.00,0.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Spain,8526363.00,16597110.00,28734458.00,20501794.00,15711325.00,0.00
General Import Charges,94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",Sri Lanka,262123.00,155024.00,511426.00,636032.00,853768.00,0.00
